Dir.DyadID,DyadID,IO1,IO2,Def.year,Def.score.avg
1555,149,Barcelona-SPA/BD,SIOFA,2013,0
1556,149,Barcelona-SPA/BD,SIOFA,2016,0
1557,149,Barcelona-SPA/BD,SIOFA,2017,0
1558,149,Barcelona-SPA/BD,SIOFA,2019,0
1559,149,Barcelona-SPA/BD,SIOFA,2021,0
1560,150,Barcelona-SPA/BD,SPREP-Noumea,2012,0
1561,150,Barcelona-SPA/BD,SPREP-Noumea,2013,0
1562,150,Barcelona-SPA/BD,SPREP-Noumea,2016,2
1563,150,Barcelona-SPA/BD,SPREP-Noumea,2017,0
1564,150,Barcelona-SPA/BD,SPREP-Noumea,2019,0
1565,150,Barcelona-SPA/BD,SPREP-Noumea,2021,0
1566,151,Barcelona-SPA/BD,UNCLOS,1999,0
1567,151,Barcelona-SPA/BD,UNCLOS,2001,0
1568,151,Barcelona-SPA/BD,UNCLOS,2003,0
1569,151,Barcelona-SPA/BD,UNCLOS,2005,0
1570,151,Barcelona-SPA/BD,UNCLOS,2008,0
1571,151,Barcelona-SPA/BD,UNCLOS,2009,0
1572,151,Barcelona-SPA/BD,UNCLOS,2012,0
1573,151,Barcelona-SPA/BD,UNCLOS,2013,0
1574,151,Barcelona-SPA/BD,UNCLOS,2016,3
1575,151,Barcelona-SPA/BD,UNCLOS,2017,2
1576,151,Barcelona-SPA/BD,UNCLOS,2019,2
1577,151,Barcelona-SPA/BD,UNCLOS,2021,2
1578,152,Barcelona-SPA/BD,UNECE-Espoo,1999,0
1579,152,Barcelona-SPA/BD,UNECE-Espoo,2001,0
1580,152,Barcelona-SPA/BD,UNECE-Espoo,2003,0
1581,152,Barcelona-SPA/BD,UNECE-Espoo,2005,0
1582,152,Barcelona-SPA/BD,UNECE-Espoo,2008,0
1583,152,Barcelona-SPA/BD,UNECE-Espoo,2009,0
1584,152,Barcelona-SPA/BD,UNECE-Espoo,2012,0
1585,152,Barcelona-SPA/BD,UNECE-Espoo,2013,0
1586,152,Barcelona-SPA/BD,UNECE-Espoo,2016,3
1587,152,Barcelona-SPA/BD,UNECE-Espoo,2017,2
1588,152,Barcelona-SPA/BD,UNECE-Espoo,2019,3.5
1589,152,Barcelona-SPA/BD,UNECE-Espoo,2021,0
1590,153,Barcelona-SPA/BD,UNFSA,2003,0
1591,153,Barcelona-SPA/BD,UNFSA,2005,0
1592,153,Barcelona-SPA/BD,UNFSA,2008,0
1593,153,Barcelona-SPA/BD,UNFSA,2009,0
1594,153,Barcelona-SPA/BD,UNFSA,2012,0
1595,153,Barcelona-SPA/BD,UNFSA,2013,0
1596,153,Barcelona-SPA/BD,UNFSA,2016,0
1597,153,Barcelona-SPA/BD,UNFSA,2017,0
1598,153,Barcelona-SPA/BD,UNFSA,2019,4
1599,153,Barcelona-SPA/BD,UNFSA,2021,0
1600,154,Barcelona-SPA/BD,WCPFC,2005,0
1601,154,Barcelona-SPA/BD,WCPFC,2008,0
1602,154,Barcelona-SPA/BD,WCPFC,2009,0
1603,154,Barcelona-SPA/BD,WCPFC,2012,0
1604,154,Barcelona-SPA/BD,WCPFC,2013,0
1605,154,Barcelona-SPA/BD,WCPFC,2016,0
1606,154,Barcelona-SPA/BD,WCPFC,2017,0
1607,154,Barcelona-SPA/BD,WCPFC,2019,0
1608,154,Barcelona-SPA/BD,WCPFC,2021,0
1609,155,Barcelona-SPA/BD,WECAFC,2008,0
1610,155,Barcelona-SPA/BD,WECAFC,2009,0
1611,155,Barcelona-SPA/BD,WECAFC,2012,0
1612,155,Barcelona-SPA/BD,WECAFC,2013,0
1613,155,Barcelona-SPA/BD,WECAFC,2016,0
1614,155,Barcelona-SPA/BD,WECAFC,2017,0
1615,155,Barcelona-SPA/BD,WECAFC,2019,0
1616,155,Barcelona-SPA/BD,WECAFC,2021,0
1617,156,CBD,AC,1998,0
1618,156,CBD,AC,2000,0
1619,156,CBD,AC,2002,0
1620,156,CBD,AC,2004,0
1621,156,CBD,AC,2006,0
1622,156,CBD,AC,2008,0
1623,156,CBD,AC,2010,3
1624,156,CBD,AC,2012,3
1625,156,CBD,AC,2014,3
1626,156,CBD,AC,2016,0
1627,156,CBD,AC,2018,0
1628,156,CBD,AC,2022,0
1629,157,CBD,ACAP,2004,2
1630,157,CBD,ACAP,2006,0
1631,157,CBD,ACAP,2008,0
1632,157,CBD,ACAP,2010,0
1633,157,CBD,ACAP,2012,0
1634,157,CBD,ACAP,2014,0
1635,157,CBD,ACAP,2016,0
1636,157,CBD,ACAP,2018,3
1637,157,CBD,ACAP,2022,0
1638,158,CBD,ACPB,2010,0
1639,158,CBD,ACPB,2012,0
1640,158,CBD,ACPB,2014,0
1641,158,CBD,ACPB,2016,0
1642,158,CBD,ACPB,2018,0
1643,158,CBD,ACPB,2022,0
1644,159,CBD,ATS-EP,2002,0
1645,159,CBD,ATS-EP,2004,0
1646,159,CBD,ATS-EP,2006,0
1647,159,CBD,ATS-EP,2008,0
1648,159,CBD,ATS-EP,2010,3
1649,159,CBD,ATS-EP,2012,3
1650,159,CBD,ATS-EP,2014,0
1651,159,CBD,ATS-EP,2016,0
1652,159,CBD,ATS-EP,2018,3
1653,159,CBD,ATS-EP,2022,0
1654,160,CBD,Barcelona-SPA/BD,2000,0
1655,160,CBD,Barcelona-SPA/BD,2002,4
1656,160,CBD,Barcelona-SPA/BD,2004,0
1657,160,CBD,Barcelona-SPA/BD,2006,0
1658,160,CBD,Barcelona-SPA/BD,2008,0
1659,160,CBD,Barcelona-SPA/BD,2010,0
1660,160,CBD,Barcelona-SPA/BD,2012,4
1661,160,CBD,Barcelona-SPA/BD,2014,0
1662,160,CBD,Barcelona-SPA/BD,2016,0
1663,160,CBD,Barcelona-SPA/BD,2018,0
1664,160,CBD,Barcelona-SPA/BD,2022,0
1665,161,CBD,CCAMLR,1994,0
1666,161,CBD,CCAMLR,1995,0
1667,161,CBD,CCAMLR,1996,0
1668,161,CBD,CCAMLR,1998,0
1669,161,CBD,CCAMLR,2000,0
1670,161,CBD,CCAMLR,2002,0
1671,161,CBD,CCAMLR,2004,0
1672,161,CBD,CCAMLR,2006,0
1673,161,CBD,CCAMLR,2008,0
1674,161,CBD,CCAMLR,2010,0
1675,161,CBD,CCAMLR,2012,0
1676,161,CBD,CCAMLR,2014,0
1677,161,CBD,CCAMLR,2016,0
1678,161,CBD,CCAMLR,2018,3
1679,161,CBD,CCAMLR,2022,0
1680,162,CBD,CCSBT,1995,0
1681,162,CBD,CCSBT,1996,0
1682,162,CBD,CCSBT,1998,0
1683,162,CBD,CCSBT,2000,0
1684,162,CBD,CCSBT,2002,0
1685,162,CBD,CCSBT,2004,0
1686,162,CBD,CCSBT,2006,0
1687,162,CBD,CCSBT,2008,0
1688,162,CBD,CCSBT,2010,0
1689,162,CBD,CCSBT,2012,0
1690,162,CBD,CCSBT,2014,0
1691,162,CBD,CCSBT,2016,0
1692,162,CBD,CCSBT,2018,0
1693,162,CBD,CCSBT,2022,0
1694,163,CBD,CITES,1994,0
1695,163,CBD,CITES,1995,0
1696,163,CBD,CITES,1996,4
1697,163,CBD,CITES,1998,0
1698,163,CBD,CITES,2000,3
1699,163,CBD,CITES,2002,4
1700,163,CBD,CITES,2004,4
1701,163,CBD,CITES,2006,3
1702,163,CBD,CITES,2008,3.5
1703,163,CBD,CITES,2010,3
1704,163,CBD,CITES,2012,4
1705,163,CBD,CITES,2014,4
1706,163,CBD,CITES,2016,4
1707,163,CBD,CITES,2018,5
1708,163,CBD,CITES,2022,2.5
1709,164,CBD,CMS,1994,0
1710,164,CBD,CMS,1995,0
1711,164,CBD,CMS,1996,4
1712,164,CBD,CMS,1998,3
1713,164,CBD,CMS,2000,3
1714,164,CBD,CMS,2002,4
1715,164,CBD,CMS,2004,4
1716,164,CBD,CMS,2006,3.5
1717,164,CBD,CMS,2008,4
1718,164,CBD,CMS,2010,3
1719,164,CBD,CMS,2012,4
1720,164,CBD,CMS,2014,4
1721,164,CBD,CMS,2016,3
1722,164,CBD,CMS,2018,5
1723,164,CBD,CMS,2022,2.5
1724,165,CBD,FAO,2006,4
1725,165,CBD,FAO,2008,3
1726,165,CBD,FAO,2010,3
1727,165,CBD,FAO,2012,3
1728,165,CBD,FAO,2014,2
1729,165,CBD,FAO,2016,3
1730,165,CBD,FAO,2018,2.67
1731,165,CBD,FAO,2022,3
1732,166,CBD,GFCM,2004,0
1733,166,CBD,GFCM,2006,0
1734,166,CBD,GFCM,2008,0
1735,166,CBD,GFCM,2010,0
1736,166,CBD,GFCM,2012,0
1737,166,CBD,GFCM,2014,0
1738,166,CBD,GFCM,2016,0
1739,166,CBD,GFCM,2018,0
1740,166,CBD,GFCM,2022,0
1741,167,CBD,HELCOM,2002,0
1742,167,CBD,HELCOM,2004,0
1743,167,CBD,HELCOM,2006,0
1744,167,CBD,HELCOM,2008,0
1745,167,CBD,HELCOM,2010,0
1746,167,CBD,HELCOM,2012,0
1747,167,CBD,HELCOM,2014,0
1748,167,CBD,HELCOM,2016,0
1749,167,CBD,HELCOM,2018,0
1750,167,CBD,HELCOM,2022,0
1751,168,CBD,IAC,2004,0
1752,168,CBD,IAC,2006,0
1753,168,CBD,IAC,2008,0
1754,168,CBD,IAC,2010,0
1755,168,CBD,IAC,2012,0
1756,168,CBD,IAC,2014,0
1757,168,CBD,IAC,2016,0
1758,168,CBD,IAC,2018,3
1759,168,CBD,IAC,2022,0
1760,169,CBD,IATTC,2010,0
1761,169,CBD,IATTC,2012,0
1762,169,CBD,IATTC,2014,0
1763,169,CBD,IATTC,2016,0
1764,169,CBD,IATTC,2018,0
1765,169,CBD,IATTC,2022,0
1766,170,CBD,ICCAT,1994,0
1767,170,CBD,ICCAT,1995,0
1768,170,CBD,ICCAT,1996,0
1769,170,CBD,ICCAT,1998,0
1770,170,CBD,ICCAT,2000,0
1771,170,CBD,ICCAT,2002,0
1772,170,CBD,ICCAT,2004,0
1773,170,CBD,ICCAT,2006,0
1774,170,CBD,ICCAT,2008,0
1775,170,CBD,ICCAT,2010,0
1776,170,CBD,ICCAT,2012,0
1777,170,CBD,ICCAT,2014,0
1778,170,CBD,ICCAT,2016,0
1779,170,CBD,ICCAT,2018,0
1780,170,CBD,ICCAT,2022,0
1781,171,CBD,IMO,2000,3
1782,171,CBD,IMO,2002,2
1783,171,CBD,IMO,2004,3
1784,171,CBD,IMO,2006,4
1785,171,CBD,IMO,2008,3
1786,171,CBD,IMO,2010,3
1787,171,CBD,IMO,2012,3
1788,171,CBD,IMO,2014,4
1789,171,CBD,IMO,2016,2.75
1790,171,CBD,IMO,2018,3
1791,171,CBD,IMO,2022,3
1792,172,CBD,ISA,1996,0
1793,172,CBD,ISA,1998,0
1794,172,CBD,ISA,2000,0
1795,172,CBD,ISA,2002,0
1796,172,CBD,ISA,2004,3
1797,172,CBD,ISA,2006,0
1798,172,CBD,ISA,2008,0
1799,172,CBD,ISA,2010,3
1800,172,CBD,ISA,2012,2
1801,172,CBD,ISA,2014,0
1802,172,CBD,ISA,2016,3
1803,172,CBD,ISA,2018,2.33
1804,172,CBD,ISA,2022,2.5
1805,173,CBD,NAFO,1994,0
1806,173,CBD,NAFO,1995,0
1807,173,CBD,NAFO,1996,0
1808,173,CBD,NAFO,1998,0
1809,173,CBD,NAFO,2000,0
1810,173,CBD,NAFO,2002,0
1811,173,CBD,NAFO,2004,0
1812,173,CBD,NAFO,2006,0
1813,173,CBD,NAFO,2008,0
1814,173,CBD,NAFO,2010,0
1815,173,CBD,NAFO,2012,0
1816,173,CBD,NAFO,2014,0
1817,173,CBD,NAFO,2016,0
1818,173,CBD,NAFO,2018,0
1819,173,CBD,NAFO,2022,0
1820,174,CBD,NAMMCO,1994,0
1821,174,CBD,NAMMCO,1995,0
1822,174,CBD,NAMMCO,1996,0
1823,174,CBD,NAMMCO,1998,0
1824,174,CBD,NAMMCO,2000,0
1825,174,CBD,NAMMCO,2002,0
1826,174,CBD,NAMMCO,2004,0
1827,174,CBD,NAMMCO,2006,0
1828,174,CBD,NAMMCO,2008,0
1829,174,CBD,NAMMCO,2010,0
1830,174,CBD,NAMMCO,2012,0
1831,174,CBD,NAMMCO,2014,0
1832,174,CBD,NAMMCO,2016,0
1833,174,CBD,NAMMCO,2018,0
1834,174,CBD,NAMMCO,2022,0
1835,175,CBD,NEAFC,2008,0
1836,175,CBD,NEAFC,2010,0
1837,175,CBD,NEAFC,2012,4
1838,175,CBD,NEAFC,2014,0
1839,175,CBD,NEAFC,2016,0
1840,175,CBD,NEAFC,2018,0
1841,175,CBD,NEAFC,2022,2
1842,176,CBD,NPFC,2016,0
1843,176,CBD,NPFC,2018,0
1844,176,CBD,NPFC,2022,0
1845,177,CBD,OSPAR,1998,2
1846,177,CBD,OSPAR,2000,0
1847,177,CBD,OSPAR,2002,0
1848,177,CBD,OSPAR,2004,0
1849,177,CBD,OSPAR,2006,0
1850,177,CBD,OSPAR,2008,0
1851,177,CBD,OSPAR,2010,3
1852,177,CBD,OSPAR,2012,4
1853,177,CBD,OSPAR,2014,0
1854,177,CBD,OSPAR,2016,0
1855,177,CBD,OSPAR,2018,0
1856,177,CBD,OSPAR,2022,2
1857,178,CBD,PIF,2006,0
1858,178,CBD,PIF,2008,0
1859,178,CBD,PIF,2010,0
1860,178,CBD,PIF,2012,0
1861,178,CBD,PIF,2014,0
1862,178,CBD,PIF,2016,0
1863,178,CBD,PIF,2018,0
1864,178,CBD,PIF,2022,0
1865,179,CBD,SEAFO,2004,0
1866,179,CBD,SEAFO,2006,0
1867,179,CBD,SEAFO,2008,0
1868,179,CBD,SEAFO,2010,0
1869,179,CBD,SEAFO,2012,0
1870,179,CBD,SEAFO,2014,0
1871,179,CBD,SEAFO,2016,0
1872,179,CBD,SEAFO,2018,0
1873,179,CBD,SEAFO,2022,0
1874,180,CBD,SIOFA,2014,0
1875,180,CBD,SIOFA,2016,0
1876,180,CBD,SIOFA,2018,0
1877,180,CBD,SIOFA,2022,0
1878,181,CBD,SPREP-Noumea,2012,0
1879,181,CBD,SPREP-Noumea,2014,0
1880,181,CBD,SPREP-Noumea,2016,3
1881,181,CBD,SPREP-Noumea,2018,0
1882,181,CBD,SPREP-Noumea,2022,0
1883,182,CBD,UNCLOS,1994,0
1884,182,CBD,UNCLOS,1995,3
1885,182,CBD,UNCLOS,1996,0
1886,182,CBD,UNCLOS,1998,2
1887,182,CBD,UNCLOS,2000,0
1888,182,CBD,UNCLOS,2002,4
1889,182,CBD,UNCLOS,2004,3.5
1890,182,CBD,UNCLOS,2006,2.75
1891,182,CBD,UNCLOS,2008,3
1892,182,CBD,UNCLOS,2010,3
1893,182,CBD,UNCLOS,2012,2
1894,182,CBD,UNCLOS,2014,2
1895,182,CBD,UNCLOS,2016,3
1896,182,CBD,UNCLOS,2018,3
1897,182,CBD,UNCLOS,2022,2.25
1898,183,CBD,UNECE-Espoo,1998,1
1899,183,CBD,UNECE-Espoo,2000,0
1900,183,CBD,UNECE-Espoo,2002,4
1901,183,CBD,UNECE-Espoo,2004,0
1902,183,CBD,UNECE-Espoo,2006,0
1903,183,CBD,UNECE-Espoo,2008,0
1904,183,CBD,UNECE-Espoo,2010,0
1905,183,CBD,UNECE-Espoo,2012,0
1906,183,CBD,UNECE-Espoo,2014,0
1907,183,CBD,UNECE-Espoo,2016,3
1908,183,CBD,UNECE-Espoo,2018,0
1909,183,CBD,UNECE-Espoo,2022,0
1910,184,CBD,UNFSA,2002,0
1911,184,CBD,UNFSA,2004,0
1912,184,CBD,UNFSA,2006,3
1913,184,CBD,UNFSA,2008,0
1914,184,CBD,UNFSA,2010,3
1915,184,CBD,UNFSA,2012,0
1916,184,CBD,UNFSA,2014,0
1917,184,CBD,UNFSA,2016,2
1918,184,CBD,UNFSA,2018,0
1919,184,CBD,UNFSA,2022,0
1920,185,CBD,WCPFC,2004,0
1921,185,CBD,WCPFC,2006,0
1922,185,CBD,WCPFC,2008,0
1923,185,CBD,WCPFC,2010,0
1924,185,CBD,WCPFC,2012,0
1925,185,CBD,WCPFC,2014,0
1926,185,CBD,WCPFC,2016,0
1927,185,CBD,WCPFC,2018,0
1928,185,CBD,WCPFC,2022,0
1929,186,CBD,WECAFC,2008,0
1930,186,CBD,WECAFC,2010,0
1931,186,CBD,WECAFC,2012,0
1932,186,CBD,WECAFC,2014,0
1933,186,CBD,WECAFC,2016,0
1934,186,CBD,WECAFC,2018,0
1935,186,CBD,WECAFC,2022,0
1936,187,CCAMLR,AC,1998,0
1937,187,CCAMLR,AC,1999,0
1938,187,CCAMLR,AC,2000,0
1939,187,CCAMLR,AC,2001,0
1940,187,CCAMLR,AC,2002,0
1941,187,CCAMLR,AC,2003,0
1942,187,CCAMLR,AC,2004,0
1943,187,CCAMLR,AC,2005,0
1944,187,CCAMLR,AC,2006,0
1945,187,CCAMLR,AC,2007,0
1946,187,CCAMLR,AC,2008,3
1947,187,CCAMLR,AC,2009,4
1948,187,CCAMLR,AC,2010,0
1949,187,CCAMLR,AC,2011,0
1950,187,CCAMLR,AC,2012,0
1951,187,CCAMLR,AC,2013,0
1952,187,CCAMLR,AC,2014,0
1953,187,CCAMLR,AC,2015,0
1954,187,CCAMLR,AC,2016,0
1955,187,CCAMLR,AC,2017,0
1956,187,CCAMLR,AC,2018,0
1957,187,CCAMLR,AC,2019,0
1958,187,CCAMLR,AC,2020,0
1959,187,CCAMLR,AC,2021,0
1960,187,CCAMLR,AC,2022,0
1961,188,CCAMLR,ACAP,2004,0
1962,188,CCAMLR,ACAP,2005,0
1963,188,CCAMLR,ACAP,2006,0
1964,188,CCAMLR,ACAP,2007,0
1965,188,CCAMLR,ACAP,2008,4
1966,188,CCAMLR,ACAP,2009,0
1967,188,CCAMLR,ACAP,2010,0
1968,188,CCAMLR,ACAP,2011,4
1969,188,CCAMLR,ACAP,2012,4
1970,188,CCAMLR,ACAP,2013,1
1971,188,CCAMLR,ACAP,2014,1
1972,188,CCAMLR,ACAP,2015,4
1973,188,CCAMLR,ACAP,2016,1
1974,188,CCAMLR,ACAP,2017,4
1975,188,CCAMLR,ACAP,2018,3
1976,188,CCAMLR,ACAP,2019,4
1977,188,CCAMLR,ACAP,2020,0
1978,188,CCAMLR,ACAP,2021,4
1979,188,CCAMLR,ACAP,2022,2
1980,189,CCAMLR,ACPB,2009,0
1981,189,CCAMLR,ACPB,2010,0
1982,189,CCAMLR,ACPB,2011,0
1983,189,CCAMLR,ACPB,2012,0
1984,189,CCAMLR,ACPB,2013,0
1985,189,CCAMLR,ACPB,2014,0
1986,189,CCAMLR,ACPB,2015,0
1987,189,CCAMLR,ACPB,2016,0
1988,189,CCAMLR,ACPB,2017,0
1989,189,CCAMLR,ACPB,2018,0
1990,189,CCAMLR,ACPB,2019,0
1991,189,CCAMLR,ACPB,2020,0
1992,189,CCAMLR,ACPB,2021,0
1993,189,CCAMLR,ACPB,2022,0
1994,190,CCAMLR,ATS-EP,2002,3
1995,190,CCAMLR,ATS-EP,2003,4
1996,190,CCAMLR,ATS-EP,2004,3
1997,190,CCAMLR,ATS-EP,2005,3.5
1998,190,CCAMLR,ATS-EP,2006,0
1999,190,CCAMLR,ATS-EP,2007,2
2000,190,CCAMLR,ATS-EP,2008,0
2001,190,CCAMLR,ATS-EP,2009,4
2002,190,CCAMLR,ATS-EP,2010,3
2003,190,CCAMLR,ATS-EP,2011,0
2004,190,CCAMLR,ATS-EP,2012,2
2005,190,CCAMLR,ATS-EP,2013,2
2006,190,CCAMLR,ATS-EP,2014,0
2007,190,CCAMLR,ATS-EP,2015,0
2008,190,CCAMLR,ATS-EP,2016,1
2009,190,CCAMLR,ATS-EP,2017,1
2010,190,CCAMLR,ATS-EP,2018,1
2011,190,CCAMLR,ATS-EP,2019,0
2012,190,CCAMLR,ATS-EP,2020,0
2013,190,CCAMLR,ATS-EP,2021,4
2014,190,CCAMLR,ATS-EP,2022,0
2015,191,CCAMLR,Barcelona-SPA/BD,1999,0
2016,191,CCAMLR,Barcelona-SPA/BD,2000,0
2017,191,CCAMLR,Barcelona-SPA/BD,2001,0
2018,191,CCAMLR,Barcelona-SPA/BD,2002,0
2019,191,CCAMLR,Barcelona-SPA/BD,2003,0
2020,191,CCAMLR,Barcelona-SPA/BD,2004,0
2021,191,CCAMLR,Barcelona-SPA/BD,2005,0
2022,191,CCAMLR,Barcelona-SPA/BD,2006,0
2023,191,CCAMLR,Barcelona-SPA/BD,2007,0
2024,191,CCAMLR,Barcelona-SPA/BD,2008,0
2025,191,CCAMLR,Barcelona-SPA/BD,2009,0
2026,191,CCAMLR,Barcelona-SPA/BD,2010,0
2027,191,CCAMLR,Barcelona-SPA/BD,2011,0
2028,191,CCAMLR,Barcelona-SPA/BD,2012,0
2029,191,CCAMLR,Barcelona-SPA/BD,2013,0
2030,191,CCAMLR,Barcelona-SPA/BD,2014,0
2031,191,CCAMLR,Barcelona-SPA/BD,2015,0
2032,191,CCAMLR,Barcelona-SPA/BD,2016,0
2033,191,CCAMLR,Barcelona-SPA/BD,2017,0
2034,191,CCAMLR,Barcelona-SPA/BD,2018,0
2035,191,CCAMLR,Barcelona-SPA/BD,2019,0
2036,191,CCAMLR,Barcelona-SPA/BD,2020,0
2037,191,CCAMLR,Barcelona-SPA/BD,2021,0
2038,191,CCAMLR,Barcelona-SPA/BD,2022,0
2039,192,CCAMLR,CBD,1994,0
2040,192,CCAMLR,CBD,1995,0
2041,192,CCAMLR,CBD,1996,0
2042,192,CCAMLR,CBD,1997,3
2043,192,CCAMLR,CBD,1998,0
2044,192,CCAMLR,CBD,1999,0
2045,192,CCAMLR,CBD,2000,0
2046,192,CCAMLR,CBD,2001,0
2047,192,CCAMLR,CBD,2002,0
2048,192,CCAMLR,CBD,2003,0
2049,192,CCAMLR,CBD,2004,0
2050,192,CCAMLR,CBD,2005,0
2051,192,CCAMLR,CBD,2006,0
2052,192,CCAMLR,CBD,2007,0
2053,192,CCAMLR,CBD,2008,0
2054,192,CCAMLR,CBD,2009,0
2055,192,CCAMLR,CBD,2010,0
2056,192,CCAMLR,CBD,2011,0
2057,192,CCAMLR,CBD,2012,0
2058,192,CCAMLR,CBD,2013,0
2059,192,CCAMLR,CBD,2014,0
2060,192,CCAMLR,CBD,2015,0
2061,192,CCAMLR,CBD,2016,0
2062,192,CCAMLR,CBD,2017,0
2063,192,CCAMLR,CBD,2018,0
2064,192,CCAMLR,CBD,2019,0
2065,192,CCAMLR,CBD,2020,0
2066,192,CCAMLR,CBD,2021,0
2067,192,CCAMLR,CBD,2022,0
2068,193,CCAMLR,CCSBT,1995,0
2069,193,CCAMLR,CCSBT,1996,3
2070,193,CCAMLR,CCSBT,1997,0
2071,193,CCAMLR,CCSBT,1998,0
2072,193,CCAMLR,CCSBT,1999,0
2073,193,CCAMLR,CCSBT,2000,0
2074,193,CCAMLR,CCSBT,2001,0
2075,193,CCAMLR,CCSBT,2002,0
2076,193,CCAMLR,CCSBT,2003,0
2077,193,CCAMLR,CCSBT,2004,0
2078,193,CCAMLR,CCSBT,2005,3
2079,193,CCAMLR,CCSBT,2006,3
2080,193,CCAMLR,CCSBT,2007,0
2081,193,CCAMLR,CCSBT,2008,3
2082,193,CCAMLR,CCSBT,2009,0
2083,193,CCAMLR,CCSBT,2010,0
2084,193,CCAMLR,CCSBT,2011,3
2085,193,CCAMLR,CCSBT,2012,4
2086,193,CCAMLR,CCSBT,2013,0
2087,193,CCAMLR,CCSBT,2014,0
2088,193,CCAMLR,CCSBT,2015,0
2089,193,CCAMLR,CCSBT,2016,2
2090,193,CCAMLR,CCSBT,2017,2
2091,193,CCAMLR,CCSBT,2018,3
2092,193,CCAMLR,CCSBT,2019,0
2093,193,CCAMLR,CCSBT,2020,0
2094,193,CCAMLR,CCSBT,2021,0
2095,193,CCAMLR,CCSBT,2022,3
2096,194,CCAMLR,CITES,1982,0
2097,194,CCAMLR,CITES,1983,0
2098,194,CCAMLR,CITES,1984,0
2099,194,CCAMLR,CITES,1985,0
2100,194,CCAMLR,CITES,1986,0
2101,194,CCAMLR,CITES,1987,0
2102,194,CCAMLR,CITES,1988,0
2103,194,CCAMLR,CITES,1989,0
2104,194,CCAMLR,CITES,1990,0
2105,194,CCAMLR,CITES,1991,0
2106,194,CCAMLR,CITES,1992,0
2107,194,CCAMLR,CITES,1993,0
2108,194,CCAMLR,CITES,1994,0
2109,194,CCAMLR,CITES,1995,0
2110,194,CCAMLR,CITES,1996,0
2111,194,CCAMLR,CITES,1997,0
2112,194,CCAMLR,CITES,1998,0
2113,194,CCAMLR,CITES,1999,0
2114,194,CCAMLR,CITES,2000,0
2115,194,CCAMLR,CITES,2001,0
2116,194,CCAMLR,CITES,2002,3
2117,194,CCAMLR,CITES,2003,3
2118,194,CCAMLR,CITES,2004,0
2119,194,CCAMLR,CITES,2005,3
2120,194,CCAMLR,CITES,2006,0
2121,194,CCAMLR,CITES,2007,0
2122,194,CCAMLR,CITES,2008,0
2123,194,CCAMLR,CITES,2009,0
2124,194,CCAMLR,CITES,2010,0
2125,194,CCAMLR,CITES,2011,0
2126,194,CCAMLR,CITES,2012,0
2127,194,CCAMLR,CITES,2013,0
2128,194,CCAMLR,CITES,2014,0
2129,194,CCAMLR,CITES,2015,0
2130,194,CCAMLR,CITES,2016,0
2131,194,CCAMLR,CITES,2017,0
2132,194,CCAMLR,CITES,2018,0
2133,194,CCAMLR,CITES,2019,0
2134,194,CCAMLR,CITES,2020,0
2135,194,CCAMLR,CITES,2021,0
2136,194,CCAMLR,CITES,2022,0
2137,195,CCAMLR,CMS,1985,0
2138,195,CCAMLR,CMS,1986,0
2139,195,CCAMLR,CMS,1987,0
2140,195,CCAMLR,CMS,1988,0
2141,195,CCAMLR,CMS,1989,0
2142,195,CCAMLR,CMS,1990,0
2143,195,CCAMLR,CMS,1991,0
2144,195,CCAMLR,CMS,1992,0
2145,195,CCAMLR,CMS,1993,0
2146,195,CCAMLR,CMS,1994,0
2147,195,CCAMLR,CMS,1995,0
2148,195,CCAMLR,CMS,1996,0
2149,195,CCAMLR,CMS,1997,3
2150,195,CCAMLR,CMS,1998,3
2151,195,CCAMLR,CMS,1999,3
2152,195,CCAMLR,CMS,2000,3
2153,195,CCAMLR,CMS,2001,0
2154,195,CCAMLR,CMS,2002,0
2155,195,CCAMLR,CMS,2003,0
2156,195,CCAMLR,CMS,2004,0
2157,195,CCAMLR,CMS,2005,0
2158,195,CCAMLR,CMS,2006,0
2159,195,CCAMLR,CMS,2007,0
2160,195,CCAMLR,CMS,2008,0
2161,195,CCAMLR,CMS,2009,0
2162,195,CCAMLR,CMS,2010,0
2163,195,CCAMLR,CMS,2011,0
2164,195,CCAMLR,CMS,2012,0
2165,195,CCAMLR,CMS,2013,0
2166,195,CCAMLR,CMS,2014,0
2167,195,CCAMLR,CMS,2015,0
2168,195,CCAMLR,CMS,2016,0
2169,195,CCAMLR,CMS,2017,0
2170,195,CCAMLR,CMS,2018,0
2171,195,CCAMLR,CMS,2019,0
2172,195,CCAMLR,CMS,2020,0
2173,195,CCAMLR,CMS,2021,0
2174,195,CCAMLR,CMS,2022,0
2175,196,CCAMLR,FAO,2005,3.33
2176,196,CCAMLR,FAO,2006,0
2177,196,CCAMLR,FAO,2007,3
2178,196,CCAMLR,FAO,2008,0
2179,196,CCAMLR,FAO,2009,0
2180,196,CCAMLR,FAO,2010,0
2181,196,CCAMLR,FAO,2011,3
2182,196,CCAMLR,FAO,2012,0
2183,196,CCAMLR,FAO,2013,0
2184,196,CCAMLR,FAO,2014,4
2185,196,CCAMLR,FAO,2015,0
2186,196,CCAMLR,FAO,2016,2
2187,196,CCAMLR,FAO,2017,2
2188,196,CCAMLR,FAO,2018,2
2189,196,CCAMLR,FAO,2019,0
2190,196,CCAMLR,FAO,2020,0
